1.000329 0.001425
1.000086 0.001523
0.999358 0.001817
0.998146 0.002306
0.996450 0.002988
0.994272 0.003861
0.991613 0.004923
0.988476 0.006171
0.984863 0.007600
0.980776 0.009207
0.976219 0.010986
0.971196 0.012932
0.965711 0.015040
0.959767 0.017303
0.953370 0.019715
0.946526 0.022269
0.939239 0.024956
0.931515 0.027771
0.923362 0.030703
0.914786 0.033746
0.905794 0.036890
0.896394 0.040128
0.886594 0.043449
0.876403 0.046845
0.865829 0.050306
0.854883 0.053824
0.843573 0.057389
0.831910 0.060990
0.819905 0.064620
0.807568 0.068268
0.794911 0.071924
0.781946 0.075580
0.768685 0.079225
0.755139 0.082851
0.741323 0.086449
0.727249 0.090008
0.712931 0.093520
0.698382 0.096976
0.683618 0.100367
0.668651 0.103685
0.653498 0.106921
0.638173 0.110068
0.622691 0.113116
0.607069 0.116059
0.591321 0.118888
0.575465 0.121597
0.559516 0.124178
0.543491 0.126625
0.527407 0.128932
0.511280 0.131092
0.495128 0.133099
0.478968 0.134949
0.462818 0.136637
0.446693 0.138158
0.430613 0.139507
0.414595 0.140682
0.398655 0.141680
0.382813 0.142497
0.367085 0.143132
0.351368 0.143580
0.335047 0.143712
0.318899 0.143452
0.302946 0.142809
0.287211 0.141792
0.271717 0.140412
0.256487 0.138680
0.241541 0.136609
0.226901 0.134216
0.212588 0.131515
0.198619 0.128523
0.185016 0.125259
0.171795 0.121740
0.158973 0.117987
0.146567 0.114020
0.134591 0.109859
0.123060 0.105525
0.111987 0.101040
0.101384 0.096424
0.091262 0.091701
0.081631 0.086890
0.072500 0.082013
0.063878 0.077090
0.055772 0.072143
0.048187 0.067191
0.041131 0.062253
0.034606 0.057348
0.028618 0.052494
0.023169 0.047706
0.018261 0.043001
0.013896 0.038393
0.010075 0.033897
0.006797 0.029523
0.004064 0.025284
0.001873 0.021188
0.000224 0.017245
-0.000887 0.013461
-0.001461 0.009841
-0.001502 0.006389
-0.001014 0.003109
0.000000 0.000000
0.001517 -0.002896
0.003516 -0.005541
0.005989 -0.007937
0.008932 -0.010087
0.012337 -0.011994
0.016198 -0.013663
0.020506 -0.015100
0.025254 -0.016311
0.030432 -0.017300
0.036033 -0.018077
0.042047 -0.018648
0.048463 -0.019022
0.055274 -0.019207
0.062467 -0.019213
0.070034 -0.019050
0.077963 -0.018727
0.086245 -0.018255
0.094868 -0.017646
0.103823 -0.016911
0.113099 -0.016061
0.122685 -0.015108
0.132572 -0.014065
0.142748 -0.012943
0.153206 -0.011756
0.163934 -0.010516
0.174924 -0.009236
0.186166 -0.007930
0.197653 -0.006609
0.209374 -0.005288
0.221324 -0.003980
0.233492 -0.002697
0.245873 -0.001452
0.258459 -0.000260
0.271242 0.000868
0.284216 0.001919
0.297374 0.002879
0.310709 0.003737
0.324215 0.004479
0.337885 0.005095
0.351712 0.005573
0.366441 0.005965
0.381428 0.006372
0.396538 0.006789
0.411757 0.007210
0.427072 0.007632
0.442468 0.008048
0.457932 0.008453
0.473450 0.008845
0.489006 0.009217
0.504586 0.009566
0.520175 0.009889
0.535759 0.010183
0.551322 0.010443
0.566850 0.010668
0.582327 0.010856
0.597738 0.011005
0.613068 0.011113
0.628301 0.011179
0.643423 0.011203
0.658417 0.011185
0.673269 0.011125
0.687963 0.011023
0.702484 0.010879
0.716818 0.010696
0.730948 0.010475
0.744861 0.010217
0.758541 0.009924
0.771974 0.009598
0.785146 0.009243
0.798041 0.008860
0.810648 0.008452
0.822951 0.008023
0.834936 0.007574
0.846592 0.007110
0.857905 0.006633
0.868862 0.006147
0.879451 0.005654
0.889659 0.005158
0.899477 0.004661
0.908891 0.004168
0.917892 0.003680
0.926468 0.003201
0.934611 0.002734
0.942310 0.002281
0.949556 0.001845
0.956341 0.001427
0.962657 0.001032
0.968496 0.000660
0.973852 0.000313
0.978717 -0.000006
0.983086 -0.000296
0.986954 -0.000555
0.990315 -0.000782
0.993167 -0.000977
0.995504 -0.001137
0.997326 -0.001262
0.998628 -0.001353
0.999410 -0.001407
0.999671 -0.001425
